Episode,Reward,Pre,True,Probabilities,Steps
476.0,169.0,1.0,1.0,0.6100112795829773,11.0
477.0,150.0,1.0,1.0,0.5406716465950012,12.0
478.0,197.0,1.0,1.0,0.6726297736167908,11.0
479.0,200.0,0.0,0.0,0.0019041192717850208,200.0
480.0,200.0,0.0,0.0,0.014718674123287201,200.0
481.0,200.0,0.0,0.0,0.00565511267632246,200.0
482.0,177.0,1.0,1.0,0.6207972764968872,9.0
483.0,200.0,0.0,0.0,0.0028736304957419634,200.0
484.0,200.0,1.0,0.0,0.536761462688446,7.0
485.0,152.0,1.0,1.0,0.5911716818809509,11.0
486.0,166.0,1.0,1.0,0.5343983769416809,11.0
487.0,176.0,1.0,1.0,0.5590903162956238,10.0
488.0,192.0,1.0,1.0,0.5058159232139587,12.0
489.0,164.0,1.0,1.0,0.5614174604415894,11.0
490.0,192.0,1.0,1.0,0.5157864093780518,8.0
491.0,148.0,1.0,1.0,0.5415378212928772,11.0
492.0,200.0,1.0,0.0,0.5887160897254944,6.0
493.0,163.0,1.0,1.0,0.6330416798591614,10.0
494.0,200.0,0.0,0.0,0.0019237130181863904,200.0
495.0,200.0,0.0,0.0,0.0041535766795277596,200.0
496.0,164.0,1.0,1.0,0.5614174604415894,11.0
497.0,161.0,1.0,1.0,0.5746012926101685,9.0
498.0,169.0,1.0,1.0,0.5458222031593323,11.0
499.0,200.0,0.0,0.0,0.002044087275862694,200.0
